Month,Metric,Region,Product Category,Customer Segment,Marketing Channel,product_seasonality,customer_segment,Value
2024-03,Repeat Purchase Rate,East,Spirits,Medium-Value,SMS,Fall,Low Value,88.45
2024-03,Repeat Purchase Rate,East,Spirits,Medium-Value,Direct Mail,Fall,High Value,93.18
2024-03,Repeat Purchase Rate,East,Spirits,Low-Value,Email,Spring,Low Value,98.42
2024-03,Repeat Purchase Rate,East,Spirits,Low-Value,Social Media,Summer,Low Value,107.65
2024-03,Repeat Purchase Rate,East,Spirits,Low-Value,SMS,Winter,Low Value,131
2024-03,Repeat Purchase Rate,East,Spirits,Low-Value,Direct Mail,Fall,Low Value,72.44
2024-03,Repeat Purchase Rate,East,Non-Alcoholic,High-Value,Email,Fall,Mid Value,163.45
2024-03,Repeat Purchase Rate,East,Non-Alcoholic,High-Value,Social Media,Fall,High Value,101.11
2024-03,Repeat Purchase Rate,East,Non-Alcoholic,High-Value,SMS,Summer,Low Value,146.7
2024-03,Repeat Purchase Rate,East,Non-Alcoholic,High-Value,Direct Mail,Spring,Low Value,136.34
2024-03,Repeat Purchase Rate,East,Non-Alcoholic,Medium-Value,Email,Summer,Mid Value,106.92
2024-03,Repeat Purchase Rate,East,Non-Alcoholic,Medium-Value,Social Media,Winter,High Value,108.31
2024-03,Repeat Purchase Rate,East,Non-Alcoholic,Medium-Value,SMS,Winter,Low Value,87.2
2024-03,Repeat Purchase Rate,East,Non-Alcoholic,Medium-Value,Direct Mail,Fall,Mid Value,95.79
2024-03,Repeat Purchase Rate,East,Non-Alcoholic,Low-Value,Email,Summer,Mid Value,136.71
2024-03,Repeat Purchase Rate,East,Non-Alcoholic,Low-Value,Social Media,Summer,Low Value,146.67
2024-03,Repeat Purchase Rate,East,Non-Alcoholic,Low-Value,SMS,Winter,Low Value,74.76
2024-03,Repeat Purchase Rate,East,Non-Alcoholic,Low-Value,Direct Mail,Spring,Low Value,139.56
2024-03,Repeat Purchase Rate,West,Beer,High-Value,Email,Spring,High Value,94.34
2024-03,Repeat Purchase Rate,West,Beer,High-Value,Social Media,Winter,High Value,102.61
2024-03,Repeat Purchase Rate,West,Beer,High-Value,SMS,Fall,High Value,77.35
2024-03,Repeat Purchase Rate,West,Beer,High-Value,Direct Mail,Summer,Low Value,104.06
2024-03,Repeat Purchase Rate,West,Beer,Medium-Value,Email,Summer,Low Value,85.35
2024-03,Repeat Purchase Rate,West,Beer,Medium-Value,Social Media,Winter,High Value,99.1
2024-03,Repeat Purchase Rate,West,Beer,Medium-Value,SMS,Summer,Low Value,69.23
2024-03,Repeat Purchase Rate,West,Beer,Medium-Value,Direct Mail,Fall,Mid Value,147.49
2024-03,Repeat Purchase Rate,West,Beer,Low-Value,Email,Summer,High Value,94.47
2024-03,Repeat Purchase Rate,West,Beer,Low-Value,Social Media,Winter,Low Value,148.33
2024-03,Repeat Purchase Rate,West,Beer,Low-Value,SMS,Fall,Mid Value,118.13
2024-03,Repeat Purchase Rate,West,Beer,Low-Value,Direct Mail,Winter,Mid Value,110.73
2024-03,Repeat Purchase Rate,West,Wine,High-Value,Email,Winter,High Value,117.69
2024-03,Repeat Purchase Rate,West,Wine,High-Value,Social Media,Summer,Low Value,109.61
2024-03,Repeat Purchase Rate,West,Wine,High-Value,SMS,Winter,Mid Value,71.1
2024-03,Repeat Purchase Rate,West,Wine,High-Value,Direct Mail,Summer,Mid Value,53.04
2024-03,Repeat Purchase Rate,West,Wine,Medium-Value,Email,Spring,High Value,96.03
2024-03,Repeat Purchase Rate,West,Wine,Medium-Value,Social Media,Fall,High Value,63.38
2024-03,Repeat Purchase Rate,West,Wine,Medium-Value,SMS,Spring,High Value,57.27
2024-03,Repeat Purchase Rate,West,Wine,Medium-Value,Direct Mail,Spring,Mid Value,84.78
2024-03,Repeat Purchase Rate,West,Wine,Low-Value,Email,Fall,Low Value,104.48
2024-03,Repeat Purchase Rate,West,Wine,Low-Value,Social Media,Spring,Low Value,78.97
2024-03,Repeat Purchase Rate,West,Wine,Low-Value,SMS,Fall,Low Value,71.35
2024-03,Repeat Purchase Rate,West,Wine,Low-Value,Direct Mail,Spring,High Value,120.4
2024-03,Repeat Purchase Rate,West,Spirits,High-Value,Email,Summer,Mid Value,86.67
2024-03,Repeat Purchase Rate,West,Spirits,High-Value,Social Media,Winter,Mid Value,147.65
2024-03,Repeat Purchase Rate,West,Spirits,High-Value,SMS,Winter,Mid Value,130.01
2024-03,Repeat Purchase Rate,West,Spirits,High-Value,Direct Mail,Winter,Low Value,56.8
2024-03,Repeat Purchase Rate,West,Spirits,Medium-Value,Email,Fall,Low Value,76.68
2024-03,Repeat Purchase Rate,West,Spirits,Medium-Value,Social Media,Spring,Mid Value,127.77
2024-03,Repeat Purchase Rate,West,Spirits,Medium-Value,SMS,Winter,Mid Value,134.49
2024-03,Repeat Purchase Rate,West,Spirits,Medium-Value,Direct Mail,Spring,High Value,118.72
2024-03,Repeat Purchase Rate,West,Spirits,Low-Value,Email,Fall,High Value,56.09
2024-03,Repeat Purchase Rate,West,Spirits,Low-Value,Social Media,Winter,Low Value,50.98
2024-03,Repeat Purchase Rate,West,Spirits,Low-Value,SMS,Summer,High Value,82.94
2024-03,Repeat Purchase Rate,West,Spirits,Low-Value,Direct Mail,Summer,Mid Value,126.62
2024-03,Repeat Purchase Rate,West,Non-Alcoholic,High-Value,Email,Winter,Low Value,131.16
2024-03,Repeat Purchase Rate,West,Non-Alcoholic,High-Value,Social Media,Summer,Low Value,94.63
2024-03,Repeat Purchase Rate,West,Non-Alcoholic,High-Value,SMS,Summer,Low Value,119.29
2024-03,Repeat Purchase Rate,West,Non-Alcoholic,High-Value,Direct Mail,Winter,High Value,72.52
2024-03,Repeat Purchase Rate,West,Non-Alcoholic,Medium-Value,Email,Fall,High Value,110.97
2024-03,Repeat Purchase Rate,West,Non-Alcoholic,Medium-Value,Social Media,Winter,High Value,65.64
2024-03,Repeat Purchase Rate,West,Non-Alcoholic,Medium-Value,SMS,Spring,Low Value,106.83
2024-03,Repeat Purchase Rate,West,Non-Alcoholic,Medium-Value,Direct Mail,Summer,Mid Value,97.44
2024-03,Repeat Purchase Rate,West,Non-Alcoholic,Low-Value,Email,Winter,High Value,107.93
2024-03,Repeat Purchase Rate,West,Non-Alcoholic,Low-Value,Social Media,Winter,Low Value,106.93
2024-03,Repeat Purchase Rate,West,Non-Alcoholic,Low-Value,SMS,Summer,Mid Value,101.87
2024-03,Repeat Purchase Rate,West,Non-Alcoholic,Low-Value,Direct Mail,Fall,Low Value,73.29
2024-03,Campaign Conversion Rate,North,Beer,High-Value,Email,Winter,Low Value,81.02
2024-03,Campaign Conversion Rate,North,Beer,High-Value,Social Media,Summer,High Value,100.41
2024-03,Campaign Conversion Rate,North,Beer,High-Value,SMS,Winter,Low Value,75.81
2024-03,Campaign Conversion Rate,North,Beer,High-Value,Direct Mail,Summer,Mid Value,63.33
2024-03,Campaign Conversion Rate,North,Beer,Medium-Value,Email,Summer,Mid Value,136.77
2024-03,Campaign Conversion Rate,North,Beer,Medium-Value,Social Media,Fall,Mid Value,60.62
2024-03,Campaign Conversion Rate,North,Beer,Medium-Value,SMS,Fall,Mid Value,130.8
2024-03,Campaign Conversion Rate,North,Beer,Medium-Value,Direct Mail,Winter,Low Value,61.4
2024-03,Campaign Conversion Rate,North,Beer,Low-Value,Email,Spring,High Value,133.43
2024-03,Campaign Conversion Rate,North,Beer,Low-Value,Social Media,Spring,Mid Value,114.64
2024-03,Campaign Conversion Rate,North,Beer,Low-Value,SMS,Winter,Low Value,220.04
2024-03,Campaign Conversion Rate,North,Beer,Low-Value,Direct Mail,Fall,Low Value,58.14
2024-03,Campaign Conversion Rate,North,Wine,High-Value,Email,Winter,Mid Value,79.27
2024-03,Campaign Conversion Rate,North,Wine,High-Value,Social Media,Fall,High Value,63.34
2024-03,Campaign Conversion Rate,North,Wine,High-Value,SMS,Summer,High Value,129.5
2024-03,Campaign Conversion Rate,North,Wine,High-Value,Direct Mail,Spring,Mid Value,60.43
2024-03,Campaign Conversion Rate,North,Wine,Medium-Value,Email,Fall,Mid Value,137.71
2024-03,Campaign Conversion Rate,North,Wine,Medium-Value,Social Media,Winter,High Value,96.73
2024-03,Campaign Conversion Rate,North,Wine,Medium-Value,SMS,Spring,Low Value,114.96
2024-03,Campaign Conversion Rate,North,Wine,Medium-Value,Direct Mail,Spring,Low Value,132.82
2024-03,Campaign Conversion Rate,North,Wine,Low-Value,Email,Fall,Mid Value,57.53
2024-03,Campaign Conversion Rate,North,Wine,Low-Value,Social Media,Winter,Low Value,54.93
2024-03,Campaign Conversion Rate,North,Wine,Low-Value,SMS,Summer,Low Value,63.57
2024-03,Campaign Conversion Rate,North,Wine,Low-Value,Direct Mail,Spring,High Value,88.51
2024-03,Campaign Conversion Rate,North,Spirits,High-Value,Email,Summer,Mid Value,111.04
2024-03,Campaign Conversion Rate,North,Spirits,High-Value,Social Media,Fall,High Value,121.04
2024-03,Campaign Conversion Rate,North,Spirits,High-Value,SMS,Spring,Low Value,123.59
2024-03,Campaign Conversion Rate,North,Spirits,High-Value,Direct Mail,Spring,Low Value,113.91
2024-03,Campaign Conversion Rate,North,Spirits,Medium-Value,Email,Summer,Low Value,149.77
2024-03,Campaign Conversion Rate,North,Spirits,Medium-Value,Social Media,Summer,High Value,77.91
2024-03,Campaign Conversion Rate,North,Spirits,Medium-Value,SMS,Summer,Low Value,52.46
2024-03,Campaign Conversion Rate,North,Spirits,Medium-Value,Direct Mail,Summer,High Value,122.53
2024-03,Campaign Conversion Rate,North,Spirits,Low-Value,Email,Winter,Low Value,147.44
2024-03,Campaign Conversion Rate,North,Spirits,Low-Value,Social Media,Winter,Low Value,56.53
2024-03,Campaign Conversion Rate,North,Spirits,Low-Value,SMS,Fall,Low Value,114.63
2024-03,Campaign Conversion Rate,North,Spirits,Low-Value,Direct Mail,Spring,High Value,62.83
2024-03,Campaign Conversion Rate,North,Non-Alcoholic,High-Value,Email,Fall,Low Value,148.25
2024-03,Campaign Conversion Rate,North,Non-Alcoholic,High-Value,Social Media,Summer,Mid Value,174.89
2024-03,Campaign Conversion Rate,North,Non-Alcoholic,High-Value,SMS,Summer,High Value,132.64
2024-03,Campaign Conversion Rate,North,Non-Alcoholic,High-Value,Direct Mail,Summer,High Value,95.93
2024-03,Campaign Conversion Rate,North,Non-Alcoholic,Medium-Value,Email,Fall,Low Value,92.69
2024-03,Campaign Conversion Rate,North,Non-Alcoholic,Medium-Value,Social Media,Summer,High Value,142.86
2024-03,Campaign Conversion Rate,North,Non-Alcoholic,Medium-Value,SMS,Winter,Mid Value,81.17
2024-03,Campaign Conversion Rate,North,Non-Alcoholic,Medium-Value,Direct Mail,Fall,High Value,56.61
2024-03,Campaign Conversion Rate,North,Non-Alcoholic,Low-Value,Email,Summer,High Value,86.01
2024-03,Campaign Conversion Rate,North,Non-Alcoholic,Low-Value,Social Media,Fall,Low Value,85.53
2024-03,Campaign Conversion Rate,North,Non-Alcoholic,Low-Value,SMS,Fall,High Value,116.22
2024-03,Campaign Conversion Rate,North,Non-Alcoholic,Low-Value,Direct Mail,Spring,Low Value,76.81
2024-03,Campaign Conversion Rate,South,Beer,High-Value,Email,Spring,Low Value,62.53
2024-03,Campaign Conversion Rate,South,Beer,High-Value,Social Media,Spring,High Value,53.98
2024-03,Campaign Conversion Rate,South,Beer,High-Value,SMS,Summer,Mid Value,136.97
2024-03,Campaign Conversion Rate,South,Beer,High-Value,Direct Mail,Fall,Low Value,94.9
2024-03,Campaign Conversion Rate,South,Beer,Medium-Value,Email,Summer,Low Value,57.7
2024-03,Campaign Conversion Rate,South,Beer,Medium-Value,Social Media,Winter,Mid Value,132.13
2024-03,Campaign Conversion Rate,South,Beer,Medium-Value,SMS,Summer,Mid Value,92.13
2024-03,Campaign Conversion Rate,South,Beer,Medium-Value,Direct Mail,Spring,High Value,137.71
2024-03,Campaign Conversion Rate,South,Beer,Low-Value,Email,Fall,High Value,105.06
2024-03,Campaign Conversion Rate,South,Beer,Low-Value,Social Media,Winter,Low Value,60.19
2024-03,Campaign Conversion Rate,South,Beer,Low-Value,SMS,Summer,Mid Value,132.05
2024-03,Campaign Conversion Rate,South,Beer,Low-Value,Direct Mail,Fall,Low Value,54.88
2024-03,Campaign Conversion Rate,South,Wine,High-Value,Email,Summer,Low Value,93.8
2024-03,Campaign Conversion Rate,South,Wine,High-Value,Social Media,Winter,Mid Value,104.65
2024-03,Campaign Conversion Rate,South,Wine,High-Value,SMS,Summer,Mid Value,125.66
2024-03,Campaign Conversion Rate,South,Wine,High-Value,Direct Mail,Winter,Mid Value,68.66
2024-03,Campaign Conversion Rate,South,Wine,Medium-Value,Email,Winter,High Value,68.42
2024-03,Campaign Conversion Rate,South,Wine,Medium-Value,Social Media,Winter,Low Value,108.78
2024-03,Campaign Conversion Rate,South,Wine,Medium-Value,SMS,Summer,Mid Value,107.27
2024-03,Campaign Conversion Rate,South,Wine,Medium-Value,Direct Mail,Winter,High Value,131.95
2024-03,Campaign Conversion Rate,South,Wine,Low-Value,Email,Winter,High Value,84.96
2024-03,Campaign Conversion Rate,South,Wine,Low-Value,Social Media,Spring,Mid Value,173.05
2024-03,Campaign Conversion Rate,South,Wine,Low-Value,SMS,Spring,High Value,112.56
2024-03,Campaign Conversion Rate,South,Wine,Low-Value,Direct Mail,Fall,High Value,124.17
2024-03,Campaign Conversion Rate,South,Spirits,High-Value,Email,Fall,Mid Value,70.59
2024-03,Campaign Conversion Rate,South,Spirits,High-Value,Social Media,Spring,Low Value,62.61
2024-03,Campaign Conversion Rate,South,Spirits,High-Value,SMS,Fall,Mid Value,117.62
2024-03,Campaign Conversion Rate,South,Spirits,High-Value,Direct Mail,Summer,Low Value,146.27
2024-03,Campaign Conversion Rate,South,Spirits,Medium-Value,Email,Summer,High Value,68.41
2024-03,Campaign Conversion Rate,South,Spirits,Medium-Value,Social Media,Spring,Mid Value,131.29
2024-03,Campaign Conversion Rate,South,Spirits,Medium-Value,SMS,Winter,Mid Value,111.83
2024-03,Campaign Conversion Rate,South,Spirits,Medium-Value,Direct Mail,Winter,High Value,120.33
2024-03,Campaign Conversion Rate,South,Spirits,Low-Value,Email,Summer,Low Value,55.62
2024-03,Campaign Conversion Rate,South,Spirits,Low-Value,Social Media,Fall,Low Value,135.09
2024-03,Campaign Conversion Rate,South,Spirits,Low-Value,SMS,Fall,High Value,114.04
2024-03,Campaign Conversion Rate,South,Spirits,Low-Value,Direct Mail,Summer,Mid Value,303.23
2024-03,Campaign Conversion Rate,South,Non-Alcoholic,High-Value,Email,Spring,Mid Value,66.65
2024-03,Campaign Conversion Rate,South,Non-Alcoholic,High-Value,Social Media,Spring,Mid Value,67.59
2024-03,Campaign Conversion Rate,South,Non-Alcoholic,High-Value,SMS,Spring,High Value,99.44
2024-03,Campaign Conversion Rate,South,Non-Alcoholic,High-Value,Direct Mail,Winter,High Value,71.17
2024-03,Campaign Conversion Rate,South,Non-Alcoholic,Medium-Value,Email,Fall,Low Value,125.9
2024-03,Campaign Conversion Rate,South,Non-Alcoholic,Medium-Value,Social Media,Summer,Mid Value,141.18
2024-03,Campaign Conversion Rate,South,Non-Alcoholic,Medium-Value,SMS,Summer,Mid Value,114.59
2024-03,Campaign Conversion Rate,South,Non-Alcoholic,Medium-Value,Direct Mail,Summer,Mid Value,65.68
2024-03,Campaign Conversion Rate,South,Non-Alcoholic,Low-Value,Email,Summer,Mid Value,109.37
2024-03,Campaign Conversion Rate,South,Non-Alcoholic,Low-Value,Social Media,Fall,Low Value,80.95
2024-03,Campaign Conversion Rate,South,Non-Alcoholic,Low-Value,SMS,Spring,High Value,90.55
2024-03,Campaign Conversion Rate,South,Non-Alcoholic,Low-Value,Direct Mail,Spring,Mid Value,79.22
2024-03,Campaign Conversion Rate,East,Beer,High-Value,Email,Fall,Mid Value,85.45
2024-03,Campaign Conversion Rate,East,Beer,High-Value,Social Media,Spring,Mid Value,75.23
2024-03,Campaign Conversion Rate,East,Beer,High-Value,SMS,Summer,Mid Value,76.57
2024-03,Campaign Conversion Rate,East,Beer,High-Value,Direct Mail,Spring,Mid Value,60.35
2024-03,Campaign Conversion Rate,East,Beer,Medium-Value,Email,Spring,High Value,140.7
2024-03,Campaign Conversion Rate,East,Beer,Medium-Value,Social Media,Winter,Mid Value,146.83
2024-03,Campaign Conversion Rate,East,Beer,Medium-Value,SMS,Spring,Low Value,144.57
2024-03,Campaign Conversion Rate,East,Beer,Medium-Value,Direct Mail,Spring,Low Value,80.16
2024-03,Campaign Conversion Rate,East,Beer,Low-Value,Email,Spring,High Value,80.37
2024-03,Campaign Conversion Rate,East,Beer,Low-Value,Social Media,Summer,High Value,64.39
2024-03,Campaign Conversion Rate,East,Beer,Low-Value,SMS,Summer,Mid Value,92.29
2024-03,Campaign Conversion Rate,East,Beer,Low-Value,Direct Mail,Summer,Low Value,64.14
2024-03,Campaign Conversion Rate,East,Wine,High-Value,Email,Fall,High Value,114.34
2024-03,Campaign Conversion Rate,East,Wine,High-Value,Social Media,Spring,Low Value,59.76
2024-03,Campaign Conversion Rate,East,Wine,High-Value,SMS,Winter,Mid Value,142.37
2024-03,Campaign Conversion Rate,East,Wine,High-Value,Direct Mail,Summer,Low Value,85.41
2024-03,Campaign Conversion Rate,East,Wine,Medium-Value,Email,Spring,Mid Value,103.73
2024-03,Campaign Conversion Rate,East,Wine,Medium-Value,Social Media,Winter,Mid Value,118.27
2024-03,Campaign Conversion Rate,East,Wine,Medium-Value,SMS,Winter,Mid Value,149.82
2024-03,Campaign Conversion Rate,East,Wine,Medium-Value,Direct Mail,Summer,High Value,139.1
2024-03,Campaign Conversion Rate,East,Wine,Low-Value,Email,Summer,High Value,133.24
2024-03,Campaign Conversion Rate,East,Wine,Low-Value,Social Media,Fall,Low Value,66.36
2024-03,Campaign Conversion Rate,East,Wine,Low-Value,SMS,Spring,High Value,117.43
2024-03,Campaign Conversion Rate,East,Wine,Low-Value,Direct Mail,Fall,High Value,148.56
2024-03,Campaign Conversion Rate,East,Spirits,High-Value,Email,Winter,Low Value,74.36
2024-03,Campaign Conversion Rate,East,Spirits,High-Value,Social Media,Summer,Low Value,60.7
2024-03,Campaign Conversion Rate,East,Spirits,High-Value,SMS,Summer,Low Value,141.02
2024-03,Campaign Conversion Rate,East,Spirits,High-Value,Direct Mail,Winter,Low Value,113.06
2024-03,Campaign Conversion Rate,East,Spirits,Medium-Value,Email,Fall,Mid Value,93.78
2024-03,Campaign Conversion Rate,East,Spirits,Medium-Value,Social Media,Winter,Low Value,126.21
2024-03,Campaign Conversion Rate,East,Spirits,Medium-Value,SMS,Summer,Mid Value,144.08
2024-03,Campaign Conversion Rate,East,Spirits,Medium-Value,Direct Mail,Summer,Mid Value,137.47
2024-03,Campaign Conversion Rate,East,Spirits,Low-Value,Email,Spring,Low Value,75.28
2024-03,Campaign Conversion Rate,East,Spirits,Low-Value,Social Media,Winter,Mid Value,76.8
2024-03,Campaign Conversion Rate,East,Spirits,Low-Value,SMS,Winter,High Value,113.32
2024-03,Campaign Conversion Rate,East,Spirits,Low-Value,Direct Mail,Summer,Mid Value,75.72
2024-03,Campaign Conversion Rate,East,Non-Alcoholic,High-Value,Email,Summer,High Value,52.81
2024-03,Campaign Conversion Rate,East,Non-Alcoholic,High-Value,Social Media,Spring,Mid Value,112.68
2024-03,Campaign Conversion Rate,East,Non-Alcoholic,High-Value,SMS,Summer,Mid Value,132.3
2024-03,Campaign Conversion Rate,East,Non-Alcoholic,High-Value,Direct Mail,Summer,Mid Value,115.23
2024-03,Campaign Conversion Rate,East,Non-Alcoholic,Medium-Value,Email,Summer,High Value,109.6
2024-03,Campaign Conversion Rate,East,Non-Alcoholic,Medium-Value,Social Media,Fall,High Value,51.69
2024-03,Campaign Conversion Rate,East,Non-Alcoholic,Medium-Value,SMS,Summer,Mid Value,76.96
2024-03,Campaign Conversion Rate,East,Non-Alcoholic,Medium-Value,Direct Mail,Winter,High Value,149.94
2024-03,Campaign Conversion Rate,East,Non-Alcoholic,Low-Value,Email,Summer,Low Value,76.52
2024-03,Campaign Conversion Rate,East,Non-Alcoholic,Low-Value,Social Media,Summer,High Value,146.54
2024-03,Campaign Conversion Rate,East,Non-Alcoholic,Low-Value,SMS,Summer,High Value,100.29
2024-03,Campaign Conversion Rate,East,Non-Alcoholic,Low-Value,Direct Mail,Fall,Low Value,63.57
2024-03,Campaign Conversion Rate,West,Beer,High-Value,Email,Spring,High Value,146.44
2024-03,Campaign Conversion Rate,West,Beer,High-Value,Social Media,Summer,Mid Value,79.94
2024-03,Campaign Conversion Rate,West,Beer,High-Value,SMS,Spring,Mid Value,77.17
2024-03,Campaign Conversion Rate,West,Beer,High-Value,Direct Mail,Winter,Mid Value,87.83
2024-03,Campaign Conversion Rate,West,Beer,Medium-Value,Email,Fall,High Value,84.22
2024-03,Campaign Conversion Rate,West,Beer,Medium-Value,Social Media,Fall,Mid Value,112.97
2024-03,Campaign Conversion Rate,West,Beer,Medium-Value,SMS,Summer,High Value,66.65
2024-03,Campaign Conversion Rate,West,Beer,Medium-Value,Direct Mail,Summer,Mid Value,132.08
2024-03,Campaign Conversion Rate,West,Beer,Low-Value,Email,Summer,Low Value,57.01
2024-03,Campaign Conversion Rate,West,Beer,Low-Value,Social Media,Spring,Mid Value,62.04
2024-03,Campaign Conversion Rate,West,Beer,Low-Value,SMS,Spring,Low Value,142.88
2024-03,Campaign Conversion Rate,West,Beer,Low-Value,Direct Mail,Spring,Mid Value,134.29
2024-03,Campaign Conversion Rate,West,Wine,High-Value,Email,Spring,Mid Value,120.86
2024-03,Campaign Conversion Rate,West,Wine,High-Value,Social Media,Spring,Low Value,67.4
2024-03,Campaign Conversion Rate,West,Wine,High-Value,SMS,Fall,High Value,113.73
2024-03,Campaign Conversion Rate,West,Wine,High-Value,Direct Mail,Spring,Low Value,86.15
2024-03,Campaign Conversion Rate,West,Wine,Medium-Value,Email,Spring,High Value,149.62
2024-03,Campaign Conversion Rate,West,Wine,Medium-Value,Social Media,Spring,Low Value,131.61
2024-03,Campaign Conversion Rate,West,Wine,Medium-Value,SMS,Winter,Mid Value,129.64
2024-03,Campaign Conversion Rate,West,Wine,Medium-Value,Direct Mail,Winter,High Value,138.66
2024-03,Campaign Conversion Rate,West,Wine,Low-Value,Email,Fall,Low Value,110.43
2024-03,Campaign Conversion Rate,West,Wine,Low-Value,Social Media,Winter,Mid Value,91.74
2024-03,Campaign Conversion Rate,West,Wine,Low-Value,SMS,Summer,Low Value,140.88
2024-03,Campaign Conversion Rate,West,Wine,Low-Value,Direct Mail,Spring,Mid Value,73.65
2024-03,Campaign Conversion Rate,West,Spirits,High-Value,Email,Fall,High Value,123.6
2024-03,Campaign Conversion Rate,West,Spirits,High-Value,Social Media,Summer,High Value,100.6
2024-03,Campaign Conversion Rate,West,Spirits,High-Value,SMS,Fall,Low Value,145.97
2024-03,Campaign Conversion Rate,West,Spirits,High-Value,Direct Mail,Spring,High Value,136.38
2024-03,Campaign Conversion Rate,West,Spirits,Medium-Value,Email,Summer,Mid Value,126.24
2024-03,Campaign Conversion Rate,West,Spirits,Medium-Value,Social Media,Winter,Low Value,106.13
2024-03,Campaign Conversion Rate,West,Spirits,Medium-Value,SMS,Summer,Low Value,95.54
2024-03,Campaign Conversion Rate,West,Spirits,Medium-Value,Direct Mail,Spring,Mid Value,50.75
2024-03,Campaign Conversion Rate,West,Spirits,Low-Value,Email,Summer,High Value,121.81
2024-03,Campaign Conversion Rate,West,Spirits,Low-Value,Social Media,Winter,Low Value,123.22
2024-03,Campaign Conversion Rate,West,Spirits,Low-Value,SMS,Fall,Mid Value,131.31
2024-03,Campaign Conversion Rate,West,Spirits,Low-Value,Direct Mail,Summer,Mid Value,71.08
2024-03,Campaign Conversion Rate,West,Non-Alcoholic,High-Value,Email,Winter,Low Value,112.8
2024-03,Campaign Conversion Rate,West,Non-Alcoholic,High-Value,Social Media,Summer,Low Value,91.56
2024-03,Campaign Conversion Rate,West,Non-Alcoholic,High-Value,SMS,Winter,Low Value,136.7
2024-03,Campaign Conversion Rate,West,Non-Alcoholic,High-Value,Direct Mail,Summer,Mid Value,94.81
2024-03,Campaign Conversion Rate,West,Non-Alcoholic,Medium-Value,Email,Spring,Low Value,70.43
2024-03,Campaign Conversion Rate,West,Non-Alcoholic,Medium-Value,Social Media,Spring,Low Value,85.87
2024-03,Campaign Conversion Rate,West,Non-Alcoholic,Medium-Value,SMS,Fall,Mid Value,98.02
2024-03,Campaign Conversion Rate,West,Non-Alcoholic,Medium-Value,Direct Mail,Fall,Low Value,106.59
2024-03,Campaign Conversion Rate,West,Non-Alcoholic,Low-Value,Email,Winter,High Value,130.08
2024-03,Campaign Conversion Rate,West,Non-Alcoholic,Low-Value,Social Media,Spring,High Value,121.87
2024-03,Campaign Conversion Rate,West,Non-Alcoholic,Low-Value,SMS,Fall,Low Value,99.24
2024-03,Campaign Conversion Rate,West,Non-Alcoholic,Low-Value,Direct Mail,Winter,Mid Value,96.39
2024-04,Product Affinity Score,North,Beer,High-Value,Email,Summer,High Value,141.48
2024-04,Product Affinity Score,North,Beer,High-Value,Social Media,Summer,High Value,145.23
2024-04,Product Affinity Score,North,Beer,High-Value,SMS,Winter,High Value,113.15
2024-04,Product Affinity Score,North,Beer,High-Value,Direct Mail,Spring,Low Value,62.94
2024-04,Product Affinity Score,North,Beer,Medium-Value,Email,Fall,Low Value,59.91
2024-04,Product Affinity Score,North,Beer,Medium-Value,Social Media,Spring,High Value,94.69
2024-04,Product Affinity Score,North,Beer,Medium-Value,SMS,Winter,High Value,72.05
2024-04,Product Affinity Score,North,Beer,Medium-Value,Direct Mail,Fall,Mid Value,90.63
2024-04,Product Affinity Score,North,Beer,Low-Value,Email,Spring,Mid Value,121.04
2024-04,Product Affinity Score,North,Beer,Low-Value,Social Media,Spring,Low Value,101.73
2024-04,Product Affinity Score,North,Beer,Low-Value,SMS,Fall,High Value,148.46
2024-04,Product Affinity Score,North,Beer,Low-Value,Direct Mail,Fall,Mid Value,78.54
2024-04,Product Affinity Score,North,Wine,High-Value,Email,Winter,Low Value,60.95
2024-04,Product Affinity Score,North,Wine,High-Value,Social Media,Winter,Mid Value,67.48
2024-04,Product Affinity Score,North,Wine,High-Value,SMS,Spring,Mid Value,74.55
2024-04,Product Affinity Score,North,Wine,High-Value,Direct Mail,Fall,High Value,127.68
2024-04,Product Affinity Score,North,Wine,Medium-Value,Email,Winter,Mid Value,111.45
2024-04,Product Affinity Score,North,Wine,Medium-Value,Social Media,Winter,Low Value,57.86
2024-04,Product Affinity Score,North,Wine,Medium-Value,SMS,Spring,Mid Value,74.83
2024-04,Product Affinity Score,North,Wine,Medium-Value,Direct Mail,Summer,Mid Value,88.94
2024-04,Product Affinity Score,North,Wine,Low-Value,Email,Winter,High Value,118.47
2024-04,Product Affinity Score,North,Wine,Low-Value,Social Media,Spring,Low Value,73.9
2024-04,Product Affinity Score,North,Wine,Low-Value,SMS,Spring,Low Value,91.11
2024-04,Product Affinity Score,North,Wine,Low-Value,Direct Mail,Fall,Low Value,51.97
2024-04,Product Affinity Score,North,Spirits,High-Value,Email,Summer,High Value,146.56
2024-04,Product Affinity Score,North,Spirits,High-Value,Social Media,Winter,Low Value,182.82
2024-04,Product Affinity Score,North,Spirits,High-Value,SMS,Summer,High Value,132.54
2024-04,Product Affinity Score,North,Spirits,High-Value,Direct Mail,Spring,Low Value,65.97
2024-04,Product Affinity Score,North,Spirits,Medium-Value,Email,Fall,Low Value,236.94
2024-04,Product Affinity Score,North,Spirits,Medium-Value,Social Media,Winter,Mid Value,80.89
2024-04,Product Affinity Score,North,Spirits,Medium-Value,SMS,Winter,High Value,126.97
